ID,Region/Country/Area,Year,Series,Value,Footnotes
5,South America,2005,"Infant mortality for both sexes (per 1,000 live births)",25.5,Data refers to a 5-year period preceding the reference year.;Including Falkland Islands (Malvinas).
5,South America,2005,Life expectancy at birth for both sexes (years),71.7,Data refers to a 5-year period preceding the reference year.;Including Falkland Islands (Malvinas).
5,South America,2005,Life expectancy at birth for males (years),68.1,Data refers to a 5-year period preceding the reference year.;Including Falkland Islands (Malvinas).
5,South America,2005,Life expectancy at birth for females (years),75.5,Data refers to a 5-year period preceding the reference year.;Including Falkland Islands (Malvinas).
5,South America,2010,Population annual rate of increase (percent),1.1,Data refers to a 5-year period preceding the reference year.
5,South America,2010,Total fertility rate (children per women),2.1,Data refers to a 5-year period preceding the reference year.;Including Falkland Islands (Malvinas).
5,South America,2010,"Infant mortality for both sexes (per 1,000 live births)",20.3,Data refers to a 5-year period preceding the reference year.;Including Falkland Islands (Malvinas).
5,South America,2010,Life expectancy at birth for both sexes (years),73.2,Data refers to a 5-year period preceding the reference year.;Including Falkland Islands (Malvinas).
5,South America,2010,Life expectancy at birth for males (years),69.6,Data refers to a 5-year period preceding the reference year.;Including Falkland Islands (Malvinas).
5,South America,2010,Life expectancy at birth for females (years),76.9,Data refers to a 5-year period preceding the reference year.;Including Falkland Islands (Malvinas).
5,South America,2015,Population annual rate of increase (percent),1,Data refers to a 5-year period preceding the reference year.
5,South America,2015,Total fertility rate (children per women),2,Data refers to a 5-year period preceding the reference year.;Including Falkland Islands (Malvinas).
5,South America,2015,"Infant mortality for both sexes (per 1,000 live births)",17.1,Data refers to a 5-year period preceding the reference year.;Including Falkland Islands (Malvinas).
5,South America,2015,Life expectancy at birth for both sexes (years),74.5,Data refers to a 5-year period preceding the reference year.;Including Falkland Islands (Malvinas).
5,South America,2015,Life expectancy at birth for males (years),71,Data refers to a 5-year period preceding the reference year.;Including Falkland Islands (Malvinas).
5,South America,2015,Life expectancy at birth for females (years),78.1,Data refers to a 5-year period preceding the reference year.;Including Falkland Islands (Malvinas).
142,Asia,2005,Population annual rate of increase (percent),1.2,Data refers to a 5-year period preceding the reference year.
142,Asia,2005,Total fertility rate (children per women),2.4,Data refers to a 5-year period preceding the reference year.
142,Asia,2005,"Infant mortality for both sexes (per 1,000 live births)",45.6,Data refers to a 5-year period preceding the reference year.
142,Asia,2005,Life expectancy at birth for both sexes (years),68.6,Data refers to a 5-year period preceding the reference year.
142,Asia,2005,Life expectancy at birth for males (years),67,Data refers to a 5-year period preceding the reference year.
142,Asia,2005,Life expectancy at birth for females (years),70.3,Data refers to a 5-year period preceding the reference year.
142,Asia,2010,Population annual rate of increase (percent),1.1,Data refers to a 5-year period preceding the reference year.
142,Asia,2010,Total fertility rate (children per women),2.3,Data refers to a 5-year period preceding the reference year.
142,Asia,2010,"Infant mortality for both sexes (per 1,000 live births)",37.2,Data refers to a 5-year period preceding the reference year.
142,Asia,2010,Life expectancy at birth for both sexes (years),70.3,Data refers to a 5-year period preceding the reference year.
142,Asia,2010,Life expectancy at birth for males (years),68.6,Data refers to a 5-year period preceding the reference year.
142,Asia,2010,Life expectancy at birth for females (years),72.2,Data refers to a 5-year period preceding the reference year.
142,Asia,2015,Population annual rate of increase (percent),1,Data refers to a 5-year period preceding the reference year.
142,Asia,2015,Total fertility rate (children per women),2.2,Data refers to a 5-year period preceding the reference year.
142,Asia,2015,"Infant mortality for both sexes (per 1,000 live births)",30.5,Data refers to a 5-year period preceding the reference year.
142,Asia,2015,Life expectancy at birth for both sexes (years),71.8,Data refers to a 5-year period preceding the reference year.
142,Asia,2015,Life expectancy at birth for males (years),69.9,Data refers to a 5-year period preceding the reference year.
142,Asia,2015,Life expectancy at birth for females (years),73.8,Data refers to a 5-year period preceding the reference year.
143,Central Asia,2005,Population annual rate of increase (percent),1.1,Data refers to a 5-year period preceding the reference year.
143,Central Asia,2005,Total fertility rate (children per women),2.5,Data refers to a 5-year period preceding the reference year.
143,Central Asia,2005,"Infant mortality for both sexes (per 1,000 live births)",48,Data refers to a 5-year period preceding the reference year.
143,Central Asia,2005,Life expectancy at birth for both sexes (years),65.8,Data refers to a 5-year period preceding the reference year.
143,Central Asia,2005,Life expectancy at birth for males (years),61.7,Data refers to a 5-year period preceding the reference year.
143,Central Asia,2005,Life expectancy at birth for females (years),70.1,Data refers to a 5-year period preceding the reference year.
143,Central Asia,2010,Population annual rate of increase (percent),1.5,Data refers to a 5-year period preceding the reference year.
143,Central Asia,2010,Total fertility rate (children per women),2.7,Data refers to a 5-year period preceding the reference year.
143,Central Asia,2010,"Infant mortality for both sexes (per 1,000 live births)",38,Data refers to a 5-year period preceding the reference year.
143,Central Asia,2010,Life expectancy at birth for both sexes (years),67.5,Data refers to a 5-year period preceding the reference year.
143,Central Asia,2010,Life expectancy at birth for males (years),63.5,Data refers to a 5-year period preceding the reference year.
143,Central Asia,2010,Life expectancy at birth for females (years),71.6,Data refers to a 5-year period preceding the reference year.
143,Central Asia,2015,Population annual rate of increase (percent),1.7,Data refers to a 5-year period preceding the reference year.
143,Central Asia,2015,Total fertility rate (children per women),2.7,Data refers to a 5-year period preceding the reference year.
143,Central Asia,2015,"Infant mortality for both sexes (per 1,000 live births)",28.5,Data refers to a 5-year period preceding the reference year.
143,Central Asia,2015,Life expectancy at birth for both sexes (years),69.8,Data refers to a 5-year period preceding the reference year.
143,Central Asia,2015,Life expectancy at birth for males (years),66.3,Data refers to a 5-year period preceding the reference year.
143,Central Asia,2015,Life expectancy at birth for females (years),73.3,Data refers to a 5-year period preceding the reference year.
30,Eastern Asia,2005,Population annual rate of increase (percent),0.6,Data refers to a 5-year period preceding the reference year.
30,Eastern Asia,2005,Total fertility rate (children per women),1.5,Data refers to a 5-year period preceding the reference year.
30,Eastern Asia,2005,"Infant mortality for both sexes (per 1,000 live births)",23.2,Data refers to a 5-year period preceding the reference year.
30,Eastern Asia,2005,"Maternal mortality ratio (deaths per 100,000 population)",48,Excludes Japan.
30,Eastern Asia,2005,Life expectancy at birth for both sexes (years),74.2,Data refers to a 5-year period preceding the reference year.
30,Eastern Asia,2005,Life expectancy at birth for males (years),72.3,Data refers to a 5-year period preceding the reference year.
30,Eastern Asia,2005,Life expectancy at birth for females (years),76.2,Data refers to a 5-year period preceding the reference year.
30,Eastern Asia,2010,Population annual rate of increase (percent),0.5,Data refers to a 5-year period preceding the reference year.
30,Eastern Asia,2010,Total fertility rate (children per women),1.6,Data refers to a 5-year period preceding the reference year.
30,Eastern Asia,2010,"Infant mortality for both sexes (per 1,000 live births)",15.7,Data refers to a 5-year period preceding the reference year.
30,Eastern Asia,2010,"Maternal mortality ratio (deaths per 100,000 population)",36,Excludes Japan.
30,Eastern Asia,2010,Life expectancy at birth for both sexes (years),75.7,Data refers to a 5-year period preceding the reference year.
30,Eastern Asia,2010,Life expectancy at birth for males (years),73.8,Data refers to a 5-year period preceding the reference year.
30,Eastern Asia,2010,Life expectancy at birth for females (years),77.8,Data refers to a 5-year period preceding the reference year.
30,Eastern Asia,2015,Population annual rate of increase (percent),0.5,Data refers to a 5-year period preceding the reference year.
30,Eastern Asia,2015,Total fertility rate (children per women),1.6,Data refers to a 5-year period preceding the reference year.
30,Eastern Asia,2015,"Infant mortality for both sexes (per 1,000 live births)",11,Data refers to a 5-year period preceding the reference year.
